userID,sum_weight,mean_weight,num_artists
2,168737,3374.74,50
3,20501,410.02,50
4,26930,538.6,50
5,13159,263.18,50
6,1011,20.22,50
7,135399,2707.98,50
8,36279,725.58,50
9,25597,511.94,50
10,28523,570.46,50
11,42920,858.4,50
12,256144,5122.88,50
13,4211,84.22,50
14,34681,693.62,50
15,19863,397.26,50
16,14101,282.02,50
17,34839,696.78,50
18,20311,406.22,50
20,9052,181.04,50
21,23493,469.86,50
22,61844,1236.88,50
23,16521,330.42,50
24,60844,1216.88,50
25,23039,460.78,50
26,30657,613.14,50
27,5738,114.76,50
28,499,9.98,50
29,7327,146.54,50
30,17234,344.68,50
31,28034,560.68,50
32,33019,660.38,50
33,41460,829.2,50
34,38212,764.24,50
35,21,1.4,15
36,28146,562.92,50
37,15275,305.5,50
38,12113,247.20408163265307,49
39,3691,73.82,50
40,21213,424.26,50
41,46822,936.44,50
42,21316,426.32,50
43,28525,570.5,50
44,16137,322.74,50
45,44341,886.82,50
46,76348,1526.96,50
47,50761,1015.22,50
48,29346,586.92,50
49,7612,152.24,50
50,42435,848.7,50
51,33637,672.74,50
52,8912,178.24,50
53,13791,275.82,50
54,23743,474.86,50
55,26787,535.74,50
56,37899,757.98,50
57,49276,985.52,50
58,27367,547.34,50
59,90748,1814.96,50
60,3351,67.02,50
61,15962,319.24,50
62,16660,333.2,50
63,7902,158.04,50
64,13866,277.32,50
65,16406,328.12,50
66,27581,551.62,50
68,13200,264.0,50
69,17151,343.02,50
70,24578,491.56,50
71,12955,259.1,50
72,837,16.74,50
73,21119,422.38,50
74,52966,1059.32,50
75,25941,518.82,50
76,62052,1241.04,50
77,31308,626.16,50
78,10720,214.4,50
79,115330,2306.6,50
80,9658,193.16,50
81,11207,224.14,50
82,16256,325.12,50
83,47184,943.68,50
84,22743,454.86,50
85,7940,158.8,50
86,23936,478.72,50
87,2368,47.36,50
88,1053,21.06,50
89,47310,946.2,50
90,7766,155.32,50
91,59792,1195.84,50
92,859,17.18,50
94,12781,255.62,50
95,9028,180.56,50
96,1049,20.98,50
97,32434,648.68,50
98,8493,169.86,50
99,15815,316.3,50
100,10358,207.16,50
101,58107,1162.14,50
102,41734,834.68,50
103,4417,88.34,50
104,200979,4019.58,50
105,8433,168.66,50
106,49460,989.2,50
107,277680,5553.6,50
108,24679,493.58,50
109,20118,402.36,50
110,85411,1708.22,50
111,25454,509.08,50
112,10,10.0,1
113,191781,3835.62,50
114,9823,196.46,50
115,99,1.98,50
116,20836,416.72,50
117,23263,465.26,50
118,22848,456.96,50
119,25418,508.36,50
120,8744,174.88,50
121,30050,601.0,50
122,837,16.74,50
123,93771,1875.42,50
124,31736,634.72,50
125,37930,758.6,50
126,20342,406.84,50
127,34508,690.16,50
128,63420,1268.4,50
129,18546,370.92,50
130,17363,347.26,50
131,7463,149.26,50
132,36706,734.12,50
133,13163,263.26,50
134,19394,387.88,50
135,51601,1032.02,50
136,14347,286.94,50
137,42903,858.06,50
139,25684,513.68,50
140,40753,815.06,50
141,5537,110.74,50
142,8468,169.36,50
143,104109,2082.18,50
144,9427,188.54,50
145,33585,671.7,50
146,78429,1568.58,50
147,72873,1457.46,50
148,13760,275.2,50
149,33239,664.78,50
150,5169,103.38,50
151,7658,153.16,50
152,17736,354.72,50
153,12346,246.92,50
154,1285,25.7,50
155,65859,1317.18,50
156,6791,135.82,50
157,8128,162.56,50
158,21004,420.08,50
159,76538,1530.76,50
161,117009,2340.18,50
162,21037,420.74,50
163,21189,423.78,50
164,192063,3841.26,50
166,11578,231.56,50
168,25289,505.78,50
170,51661,1033.22,50
171,6949,138.98,50
172,19029,380.58,50
173,23589,471.78,50
174,15791,315.82,50
175,103240,2064.8,50
176,35557,711.14,50
177,54500,1090.0,50
178,25089,501.78,50
179,25463,509.26,50
180,1451,29.02,50
181,24620,492.4,50
182,22324,446.48,50
183,16508,330.16,50
184,12269,245.38,50
185,3606,72.12,50
186,18443,368.86,50
187,28314,566.28,50
188,4,2.0,2
189,31108,622.16,50
190,80414,1608.28,50
191,1672,33.44,50
192,12078,402.6,30
193,133154,2663.08,50
194,80934,1618.68,50
195,4539,90.78,50
196,95033,1900.66,50
198,50214,1004.28,50
200,12053,241.06,50
201,15409,308.18,50
202,12363,247.26,50
203,4817,96.34,50
204,18913,378.26,50
205,67324,1346.48,50
206,4612,92.24,50
207,17603,352.06,50
208,5646,112.92,50
209,6956,139.12,50
210,98586,1971.72,50
211,34963,699.26,50
212,3184,63.68,50
213,35028,700.56,50
214,23855,477.1,50
215,917,18.34,50
216,8000,160.0,50
217,16214,324.28,50
218,11848,236.96,50
219,105372,2107.44,50
220,12618,252.36,50
223,95063,1901.26,50
224,10371,207.42,50
225,81293,1625.86,50
226,45638,912.76,50
227,149248,2984.96,50
228,591,11.82,50
229,286,5.72,50
230,85557,1711.14,50
231,18259,365.18,50
232,114970,2299.4,50
233,20355,407.1,50
234,43665,873.3,50
235,23428,468.56,50
236,70410,1408.2,50
237,22758,455.16,50
238,84613,1692.26,50
240,10386,207.72,50
241,63961,1279.22,50
242,29388,587.76,50
243,47092,941.84,50
244,13811,276.22,50
247,9628,192.56,50
248,14486,289.72,50
249,25360,507.2,50
250,30403,608.06,50
251,8306,166.12,50
252,48825,976.5,50
253,63325,1266.5,50
254,47240,944.8,50
255,18640,372.8,50
256,177304,3546.08,50
257,8660,173.2,50
258,965,19.3,50
259,20189,403.78,50
260,15822,316.44,50
261,24601,492.02,50
262,13972,279.44,50
263,29049,580.98,50
264,46651,933.02,50
265,39172,783.44,50
266,5343,106.86,50
267,25586,511.72,50
268,19684,393.68,50
269,6557,131.14,50
270,17,1.2142857142857142,14
271,123242,2464.84,50
273,26792,535.84,50
274,24306,486.12,50
275,2356,47.12,50
277,80450,1609.0,50
278,16100,322.0,50
279,47996,959.92,50
280,11835,236.7,50
281,4750,95.0,50
282,47904,958.08,50
283,4817,96.34,50
284,461,9.22,50
285,9294,185.88,50
286,15399,307.98,50
288,26492,529.84,50
289,73917,1478.34,50
290,363,7.26,50
291,88431,1768.62,50
292,153703,3074.06,50
293,13539,270.78,50
294,4956,99.12,50
295,24370,487.4,50
296,227,4.54,50
297,37610,752.2,50
298,138008,2760.16,50
299,14198,283.96,50
300,27788,555.76,50
301,15113,302.26,50
302,78781,1575.62,50
303,20717,414.34,50
304,3239,64.78,50
305,18474,369.48,50
306,10494,209.88,50
307,5205,104.1,50
308,58417,1168.34,50
310,27099,541.98,50
311,21221,424.42,50
312,28690,573.8,50
313,99886,1997.72,50
314,14153,283.06,50
315,30019,600.38,50
316,25368,507.36,50
317,80762,1615.24,50
318,173355,3467.1,50
319,32187,643.74,50
320,35543,710.86,50
321,3188,63.76,50
322,113710,2274.2,50
324,35709,714.18,50
325,18512,370.24,50
326,10424,208.48,50
327,25848,516.96,50
328,17459,349.18,50
329,62332,1246.64,50
330,32041,640.82,50
331,8522,170.44,50
332,73120,1462.4,50
333,17168,343.36,50
334,74027,1480.54,50
335,81820,1636.4,50
336,44010,880.2,50
337,6071,121.42,50
338,24890,497.8,50
339,74509,1490.18,50
340,26341,526.82,50
341,5379,107.58,50
342,13197,263.94,50
343,12924,258.48,50
344,165,4.714285714285714,35
345,2319,46.38,50
346,58802,1176.04,50
347,23276,465.52,50
348,1967,39.34,50
349,58098,1161.96,50
350,83388,1667.76,50
351,13678,273.56,50
352,10070,201.4,50
353,1409,28.18,50
354,869,17.38,50
355,13314,266.28,50
356,80874,1617.48,50
357,78494,1569.88,50
358,6520,130.4,50
359,43560,871.2,50
360,2623,52.46,50
361,26637,532.74,50
362,30644,612.88,50
363,46671,933.42,50
364,47826,956.52,50
365,652,13.04,50
366,42329,846.58,50
367,63568,1271.36,50
368,35539,710.78,50
369,24092,481.84,50
370,46480,929.6,50
371,19687,393.74,50
372,11185,223.7,50
374,83,20.75,4
375,4629,92.58,50
376,58120,1162.4,50
377,138020,2760.4,50
378,32976,659.52,50
380,101586,2031.72,50
382,48240,964.8,50
383,32235,644.7,50
385,259106,5182.12,50
386,15620,312.4,50
387,322661,6453.22,50
388,170937,3418.74,50
390,122293,2445.86,50
391,18822,376.44,50
392,4466,89.32,50
393,17405,348.1,50
394,4972,99.44,50
395,13881,277.62,50
396,36644,732.88,50
397,4246,84.92,50
398,16015,320.3,50
399,69514,1390.28,50
400,23596,471.92,50
401,11079,221.58,50
402,124307,2486.14,50
403,31052,621.04,50
404,7318,146.36,50
405,58585,1171.7,50
406,30087,601.74,50
407,1118,22.36,50
408,6784,376.8888888888889,18
409,15491,309.82,50
410,5069,101.38,50
411,20944,418.88,50
412,2039,40.78,50
413,76528,1530.56,50
414,117527,2350.54,50
415,75113,1502.26,50
416,5530,110.6,50
417,20736,414.72,50
418,35996,719.92,50
419,849,16.98,50
420,90425,1808.5,50
421,26320,526.4,50
423,14121,282.42,50
424,23117,462.34,50
425,55659,1113.18,50
426,25459,509.18,50
427,35075,701.5,50
428,203645,4072.9,50
430,48971,979.42,50
431,131222,2624.44,50
432,22008,440.16,50
433,18087,361.74,50
434,856,17.12,50
435,78081,1561.62,50
436,75573,1511.46,50
437,13054,261.08,50
438,334,6.68,50
439,69367,1387.34,50
440,42181,843.62,50
441,8002,160.04,50
442,128462,2569.24,50
443,47373,947.46,50
444,6281,125.62,50
446,244556,4891.12,50
447,23169,463.38,50
449,8723,174.46,50
450,52513,1050.26,50
451,152057,3041.14,50
452,3650,73.0,50
453,11785,235.7,50
454,37036,740.72,50
455,192291,3845.82,50
456,9914,198.28,50
457,18765,375.3,50
458,6250,125.0,50
459,255516,5110.32,50
460,18405,368.1,50
461,22869,457.38,50
462,27559,551.18,50
463,1439,28.78,50
464,36102,722.04,50
465,19881,397.62,50
466,15771,315.42,50
467,10423,208.46,50
468,37528,750.56,50
469,16994,339.88,50
470,59295,1185.9,50
471,8484,169.68,50
472,15639,312.78,50
473,12792,255.84,50
474,55485,1109.7,50
475,14578,291.56,50
476,30371,607.42,50
477,21782,435.64,50
478,49642,992.84,50
479,63020,1260.4,50
480,12232,244.64,50
481,19655,393.1,50
482,8442,168.84,50
484,11774,235.48,50
485,3345,66.9,50
486,32889,1027.78125,32
487,47480,949.6,50
488,8926,178.52,50
489,53424,1068.48,50
490,24473,489.46,50
491,44999,899.98,50
492,22069,441.38,50
493,9039,273.90909090909093,33
494,29080,581.6,50
495,9188,183.76,50
496,13434,268.68,50
497,11635,232.7,50
498,93308,1866.16,50
499,530,10.6,50
500,7496,149.92,50
501,22338,446.76,50
502,39161,783.22,50
503,30790,615.8,50
504,12372,247.44,50
506,9766,195.32,50
507,21631,432.62,50
508,1211,24.22,50
509,1020,20.4,50
510,790,18.372093023255815,43
511,4557,91.14,50
512,49786,995.72,50
513,22227,444.54,50
514,329782,6595.64,50
515,10214,204.28,50
516,96799,1935.98,50
517,9250,185.0,50
518,25511,510.22,50
519,46717,934.34,50
520,56838,1136.76,50
521,55911,1118.22,50
523,111,2.22,50
525,45844,916.88,50
526,4685,95.61224489795919,49
527,39492,789.84,50
529,22459,449.18,50
530,1739,34.78,50
531,47216,944.32,50
532,10409,208.18,50
533,22140,442.8,50
534,18689,373.78,50
535,17796,355.92,50
536,7436,148.72,50
537,7544,150.88,50
538,23077,461.54,50
539,8819,176.38,50
540,135162,2703.24,50
541,186842,3736.84,50
542,133236,19033.714285714286,7
543,40989,819.78,50
544,17018,340.36,50
545,38834,776.68,50
546,125235,2504.7,50
547,5319,106.38,50
548,7172,143.44,50
549,52382,1047.64,50
550,18721,374.42,50
551,2384,47.68,50
552,317,6.34,50
553,15630,339.7826086956522,46
555,8117,162.34,50
556,4019,80.38,50
557,20323,406.46,50
558,22043,1836.9166666666667,12
559,11097,221.94,50
560,11661,233.22,50
561,113040,2260.8,50
562,17692,353.84,50
563,57725,1154.5,50
565,7115,142.3,50
566,9858,197.16,50
567,96799,1935.98,50
568,13892,277.84,50
569,11390,227.8,50
570,17762,355.24,50
571,91128,1822.56,50
572,36145,722.9,50
573,4684,93.68,50
574,20534,410.68,50
575,28441,568.82,50
576,3933,78.66,50
577,4068,81.36,50
578,29939,598.78,50
579,9545,190.9,50
580,31334,626.68,50
581,232504,4650.08,50
582,103495,2069.9,50
583,33163,663.26,50
584,232475,4649.5,50
585,46636,932.72,50
586,11819,236.38,50
587,75934,1518.68,50
589,7371,147.42,50
590,22875,457.5,50
592,154339,3086.78,50
593,51105,1022.1,50
594,3676,73.52,50
595,131031,2620.62,50
596,101469,2029.38,50
598,41822,836.44,50
601,36190,723.8,50
602,15691,313.82,50
603,4436,88.72,50
604,110393,2207.86,50
605,37567,751.34,50
606,44425,888.5,50
607,12795,255.9,50
608,1169,23.38,50
609,46796,935.92,50
611,1560,31.2,50
612,21203,424.06,50
613,337,9.911764705882353,34
614,81532,1630.64,50
615,7,7.0,1
616,62985,1259.7,50
617,21960,439.2,50
618,8244,164.88,50
619,43257,865.14,50
620,32203,644.06,50
621,233807,4676.14,50
622,27448,548.96,50
623,53735,1074.7,50
624,14282,285.64,50
625,12340,246.8,50
627,42094,841.88,50
628,7836,156.72,50
629,30882,617.64,50
631,39219,784.38,50
632,69854,1397.08,50
633,8338,166.76,50
634,21645,432.9,50
635,9303,186.06,50
636,21497,429.94,50
637,3794,75.88,50
638,60520,1210.4,50
639,7513,150.26,50
640,42509,850.18,50
641,97442,1948.84,50
642,15946,318.92,50
643,17162,343.24,50
644,18938,378.76,50
645,2782,55.64,50
646,18209,364.18,50
647,32660,653.2,50
649,7723,154.46,50
650,23582,471.64,50
651,52307,1046.14,50
652,18874,377.48,50
654,5124,102.48,50
655,669,13.38,50
656,2796,55.92,50
657,28552,571.04,50
658,12592,251.84,50
659,80373,1607.46,50
660,5531,110.62,50
661,8024,160.48,50
662,64680,1293.6,50
663,17021,340.42,50
664,39551,791.02,50
665,24487,489.74,50
666,21789,435.78,50
667,17551,351.02,50
668,41170,823.4,50
669,46782,935.64,50
670,45234,904.68,50
671,93201,1864.02,50
672,7311,146.22,50
673,32859,657.18,50
674,61615,1232.3,50
675,46793,935.86,50
676,7460,149.2,50
677,14814,296.28,50
678,8569,171.38,50
679,21790,435.8,50
680,110554,2211.08,50
681,15141,302.82,50
682,20673,413.46,50
683,55320,1106.4,50
684,168450,3369.0,50
685,63701,1274.02,50
686,91678,1833.56,50
687,889,17.78,50
688,22986,459.72,50
689,8607,172.14,50
690,48396,967.92,50
691,57085,1141.7,50
692,86683,1733.66,50
693,13613,272.26,50
694,13323,266.46,50
695,1913,38.26,50
696,10307,206.14,50
697,37753,755.06,50
698,110093,2201.86,50
699,25926,518.52,50
700,35430,708.6,50
701,6785,616.8181818181819,11
702,47938,958.76,50
703,22834,456.68,50
704,26329,526.58,50
705,46299,925.98,50
706,4065,81.3,50
707,746,14.92,50
708,235,4.7,50
709,20323,406.46,50
710,5437,108.74,50
711,10063,201.26,50
712,48,1.263157894736842,38
713,39591,791.82,50
714,6171,123.42,50
715,33215,664.3,50
716,84809,1696.18,50
717,119605,2392.1,50
718,18129,362.58,50
719,40419,808.38,50
720,4448,88.96,50
721,19565,391.3,50
722,41785,835.7,50
723,31041,620.82,50
725,11903,238.06,50
726,1001,20.02,50
727,26738,534.76,50
728,52837,1056.74,50
729,9649,192.98,50
730,84420,1688.4,50
731,4809,96.18,50
732,170014,3400.28,50
733,14852,297.04,50
734,230001,4600.02,50
735,6434,128.68,50
736,156478,3129.56,50
737,16279,325.58,50
738,35974,719.48,50
739,19003,380.06,50
741,29114,582.28,50
742,4505,90.1,50
743,120854,2417.08,50
744,8044,160.88,50
745,6342,634.2,10
746,39881,797.62,50
747,32233,644.66,50
749,122746,2454.92,50
750,7026,140.52,50
751,7653,153.06,50
752,19787,395.74,50
753,24678,493.56,50
754,17391,347.82,50
756,1716,34.32,50
757,480039,9600.78,50
758,30233,604.66,50
759,18770,375.4,50
760,120850,2417.0,50
761,34282,685.64,50
762,8035,160.7,50
763,12648,252.96,50
764,40461,809.22,50
765,21843,436.86,50
767,105488,2109.76,50
768,357,8.113636363636363,44
769,61026,1849.2727272727273,33
770,25839,516.78,50
771,4856,97.12,50
772,843,16.86,50
773,76209,1524.18,50
776,6742,134.84,50
777,22398,447.96,50
778,216037,4320.74,50
779,29834,596.68,50
780,10930,218.6,50
781,9755,195.1,50
782,23410,468.2,50
784,45379,907.58,50
785,19247,384.94,50
786,22475,449.5,50
787,8570,171.4,50
788,6475,129.5,50
789,32853,657.06,50
790,28807,576.14,50
791,1418,28.36,50
792,30489,609.78,50
793,45741,914.82,50
794,6554,131.08,50
795,66817,1336.34,50
797,57154,5195.818181818182,11
798,11808,236.16,50
799,8214,164.28,50
800,113943,2278.86,50
801,1981,39.62,50
802,326,6.52,50
804,67417,1348.34,50
805,8964,179.28,50
806,28604,572.08,50
807,18063,361.26,50
808,33299,665.98,50
809,28390,567.8,50
810,3415,68.3,50
812,21377,427.54,50
813,7684,153.68,50
814,26226,524.52,50
815,87439,1748.78,50
816,1249,24.98,50
817,16281,325.62,50
818,36113,722.26,50
819,120862,2947.8536585365855,41
820,694,13.88,50
821,5863,117.26,50
822,82029,1640.58,50
823,60038,1200.76,50
824,1728,34.56,50
825,6971,139.42,50
826,3399,67.98,50
827,5642,112.84,50
828,5774,115.48,50
829,14821,296.42,50
830,16633,332.66,50
831,112330,2246.6,50
832,6104,122.08,50
834,9704,194.08,50
835,6199,123.98,50
836,12985,259.7,50
837,13191,263.82,50
838,18287,365.74,50
839,37080,741.6,50
840,145097,2901.94,50
841,18288,365.76,50
842,15214,304.28,50
843,2354,47.08,50
844,26082,521.64,50
845,3591,128.25,28
846,63775,1275.5,50
847,5314,106.28,50
848,23487,469.74,50
849,30350,607.0,50
850,128796,2575.92,50
851,166279,3325.58,50
852,19861,397.22,50
853,25725,514.5,50
854,5584,111.68,50
855,106334,2126.68,50
856,21371,427.42,50
858,25186,503.72,50
859,18158,363.16,50
860,30246,604.92,50
861,45294,905.88,50
862,40189,803.78,50
863,6333,126.66,50
864,13954,279.08,50
865,7025,140.5,50
868,14814,296.28,50
869,4699,469.9,10
870,7777,155.54,50
871,59844,1196.88,50
873,84124,1682.48,50
874,27233,544.66,50
875,28305,566.1,50
876,8297,165.94,50
877,17825,356.5,50
878,11040,220.8,50
881,24635,492.7,50
882,65162,1303.24,50
884,21136,422.72,50
885,37081,741.62,50
886,6394,127.88,50
887,11749,234.98,50
888,27592,551.84,50
889,15028,300.56,50
890,5002,100.04,50
891,24121,482.42,50
893,71037,1420.74,50
895,22038,440.76,50
896,38222,764.44,50
897,4010,80.2,50
898,42828,856.56,50
899,24335,486.7,50
900,18374,367.48,50
903,255533,5110.66,50
904,20533,410.66,50
905,13283,265.66,50
906,70263,1405.26,50
907,26210,524.2,50
908,4107,82.14,50
909,119426,2388.52,50
910,128621,2572.42,50
911,45811,916.22,50
912,66271,1325.42,50
913,36821,736.42,50
914,51576,1031.52,50
915,20294,405.88,50
916,44239,884.78,50
917,103523,2070.46,50
919,40792,815.84,50
920,8888,177.76,50
921,69421,1388.42,50
922,4077,81.54,50
924,8077,161.54,50
925,67114,1342.28,50
926,12335,246.7,50
927,29051,581.02,50
928,3779,75.58,50
929,6996,139.92,50
930,152001,3040.02,50
931,8813,176.26,50
932,94923,1898.46,50
933,31230,624.6,50
934,9929,198.58,50
935,7972,159.44,50
936,35133,702.66,50
938,217254,4345.08,50
939,45581,911.62,50
940,27813,556.26,50
941,129772,2595.44,50
942,44,1.2941176470588236,34
943,3117,62.34,50
946,184251,3685.02,50
948,7400,148.0,50
949,42495,849.9,50
950,17235,344.7,50
951,41139,822.78,50
952,11731,234.62,50
953,7569,151.38,50
954,15159,303.18,50
955,35197,703.94,50
957,160965,3219.3,50
958,5313,106.26,50
959,10796,215.92,50
960,6944,138.88,50
961,11256,225.12,50
962,15558,311.16,50
963,45597,911.94,50
964,8702,174.04,50
965,42407,848.14,50
966,36895,737.9,50
967,12247,244.94,50
968,19918,398.36,50
969,23274,465.48,50
971,12851,257.02,50
972,13376,267.52,50
975,54016,1080.32,50
976,6823,136.46,50
977,5687,113.74,50
978,25191,503.82,50
979,16239,324.78,50
980,4337,86.74,50
981,12045,240.9,50
982,7360,147.2,50
984,168626,3372.52,50
985,175343,3506.86,50
986,33982,679.64,50
987,47258,945.16,50
989,20999,419.98,50
990,39119,782.38,50
991,40619,812.38,50
993,4339,86.78,50
994,30091,601.82,50
995,2785,73.28947368421052,38
996,5268,105.36,50
997,24538,490.76,50
998,129377,2587.54,50
999,11572,231.44,50
1001,52320,1046.4,50
1002,5740,114.8,50
1003,19647,392.94,50
1004,249,6.073170731707317,41
1005,38211,764.22,50
1006,23759,475.18,50
1007,4181,83.62,50
1008,10306,206.12,50
1009,2919,58.38,50
1010,273,5.46,50
1011,40712,814.24,50
1012,12826,256.52,50
1013,12,12.0,1
1014,471,18.84,25
1015,11606,232.12,50
1016,38724,774.48,50
1017,27802,556.04,50
1018,34269,685.38,50
1019,11682,233.64,50
1020,32148,642.96,50
1021,19626,392.52,50
1022,42938,858.76,50
1023,41123,822.46,50
1024,30131,602.62,50
1025,14098,281.96,50
1026,23125,462.5,50
1027,71037,1420.74,50
1028,10473,209.46,50
1029,16798,335.96,50
1030,37262,745.24,50
1032,4672,93.44,50
1033,111287,2225.74,50
1034,28996,579.92,50
1035,1397,27.94,50
1036,33808,676.16,50
1037,270,5.4,50
1038,12897,257.94,50
1039,13655,273.1,50
1040,18795,375.9,50
1041,7884,157.68,50
1042,29964,599.28,50
1044,24074,481.48,50
1046,16731,334.62,50
1047,6340,126.8,50
1049,2645,52.9,50
1050,53251,1065.02,50
1051,58151,1163.02,50
1052,17212,344.24,50
1053,35502,710.04,50
